SMSes,Labels
Woot.haloo.wats xr nus account password ah.lol.,0
"Thanks, Colin!",0
I realise wat my issue was already..felt tt the issue u raised wasnot elaborated enough. Didn't show different views to show why there'sany dispute to make it an issue..,0
What are you doing now ?,0
Hahahaha no la just random flashbacks about previous dinner hecooked. The fishball soup you know hahahaha,0
t have to go out today if you have a lot of work to do.  Can always go out some other time when you are feeling better and in the mood to do so..,0
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,0
Oh my this guy is,0
Yeap i'm reading it now ps just now sleeping!,0
We should learn Karuk,0
Haha pwa no need to study la. Do practical jiu okay de.,0
Lol monster.ok ok then meet another time.,0
the inauguration thing is 9am at uni cultural centre.u know abt it?,0
Haha finish the 1 hour de le... true... eat more! Haha dunno leh udecide lo... or this sat also can! Lol,0
"ll tell her later. Tmr i shld be working in e morining. Anyway i dun even noe e time, e place.",0
Thanx for everything u have done for me!!,0
We are both fine. Thanks,0
YEAH HAHAHA MUST BE THE POWER OF HIS CARDBOARD TIE,0
Are you meeting me today?,0
"Teh yun ling and Lawrence chan hahaha, no lah, I dun want speciallyspend time with him or what during exchange, just that we in the samegroup of friends what, if they separate is just sian haha cannot eventalk as friends._. I dunno le they might!",0
For what,0
"Dearie bblp, happy ani! Hee. Nite nite with many kisses",0
U wad time coming home later??,0
"Hye Aditya,can we have a party tonight?",0
"Yo it's wei qi here. I think I forgot to give u my no, so here goes lol",0
Hi. Hope you had a good day. Have a better night.,0
Dear you slept,0
Chou baobei still dunwant sleep are? Sayang your head and kiss u deepdeep. Tight squeezes included. Hee,0
I'm outside our mno <#>  tut there.,0
i hope you've woken up now. take care. :* ,0
K come by  <DECIMAL>  i 'l give intro,0
"Nah I don't think he goes to usf, he lives around here though",0
What time,0
WA.. then how. Alight and take opposite?,0
I need to c arthi,0
Hahas is qx ur berton? BTW bran semi final timing was  <#> s too rite?,0
t hav a prob in dat dept. How long wuz é last one? U mind talkin äbt it?,0
"Hi, is it confirmed that i am collecting the duron and sound card from you at semb mrt tmr?",0
Wa sob sob sob I am looking forward to my Nomnomnom food... if dun gotown eat also dunno wat to eat leh lol...,0
Oh icic. Okay but i nvr tell him we intend to bid for C1 lah so uupdate him on that.,0
Nope. Cally eh?,0
I went just now after  <DECIMAL>  also a lot of people. Forever got alot of people. Want to watch Johnny English tmr? Ohh the babies arehealthy ah?,0
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",0
But I dunno who to ask!! If vivian were to find replacement I bet shewill ask bingjie lol! Ehh got Chester leh is that counted? Haha itcould prolly show that you bother about me right! Omg I hate you! Mineneed charge almost everyday! And Chester says you better not be late!,0
You should check it out,0
Ohh they sent you also is it! Paiseh! Thanks!,0
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,1
Let me know by tml evening k...,0
Haha I already eat 4 pieces this morn! no I don't wanna get fat fromNOT exercising!! had a lesson at 8 then suddenly fire alarm so we zaolol!!! U gt meeting?,0
4 cores and 1 ss... thinking of overloading sia... lol u took the wrong bus?,0
Yeeeah! Pursue your push up dreams!,0
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",0
No more lect but have to bring my laptop to comp center... Cant join u :(,0
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls??1/minMobsmoreLKPOBOX177HP51FL,1
"Haha have a safe trip home! It's okay lah, see then see liao, came doanything about it!",0
"Erm lyn now at jurong, then she say by the time come down will be quite late",0
Level head sent email to my dad say today we supposed to receivele... Guess u also no have,0
"Aiya..u so naughty!! Telll meeeeeee !! Still shopping ah? Later Igoing back to office, forgot to transfer my stuff to dropbox.hee.. runworry later my Daddy driving",0
Alright. Maybe u just do what u can for case 3 becoz andrea willproof read the whole essay. Thanks.,0
Tml morning as usual?,0
Yeah chem is quiz! (: okay ((: haiz haha I just hope today passes by fast ><,0
"Ong tiem ham hall, high school side",0
Haha wow okay! I'm waking up later and later in hostel!): hahawhat!!! Tell me tell me!! Haha see:P and you shouldn't have eatenchips! Hahaha yeah so cool right!,0
"Haha evil much!! His phone not so nice, so I should let him play! (:haha can make effort too meet up de! ns hahaha gonna become buff! Oooicic wow that's so awesome! Do you use it often? I have an espressomachine, but we haven't used it for years! Hahahahaha noo i'm notnuggets!",0
Not getting anywhere with this damn job hunting over here!,0
Dude check out when we start tomorow if you are at home?,0
Please submit your reports on time,0
"Hi, can i please get a  &lt",0
"Train no.  <#> , S5,  <#> .",0
"As for your feature wall design, we think your design is not quitethere and looks unfinished. I will repropose design and send to youfor your feedback. In particular, the partition and feature wall don'tlook connected or contiguous. Also, thought that you were going toconnect it to the cove light?",0
"Hi Shyan, we're looking to borrow  <#> k over  <#>  years. Can youhelp forward the loan amortization table and all the fine print termsand conditions for the ANZ loan SOR and Combo? Thank you! -Min",0
Orh! I go continue watching my show first. Drink water ah.. talk toyou later:-),0
Yo happy birthday and did u leave the yr2  <#>  notes around?,0
Basic dun have... Only advance... When she wana meet up...,0
hey where is the tiramisu u promised? when is ur last day of exam? long time no c u liao...,0
Never mind. ten o?clock I will sleep. you have take care yourself and concentrate your study ok. bye good night,0
Woot.next sat wan meet the play by ear Kelvin guy? <#> .,0
ok c u soon then,0
Kk I now on bus from sch le. Will reach at bout  <DECIMAL>  or so.,0
I'm also thinking of going blonde,0
Need how many hours in all,0
Ms gelek.. Did i rem correctly dat we going to do our hair tmr? Hee,0
Then study,0
where to meet?,0
Wts! So fast! So are you still gonna eat?,0
Hey our jazz dance teacher is really the dancer for tcs... You watching the sun yan zi thing?,0
What is the plural of the noun research?,0
Noob ar! Lols my parents want go great sg sales...,0
Yeah  now mrt,0
Haha eating with who?,0
I will msg later,0
Thanks dude! And Congrats maybe? Haha,0
Lol I pity the other person.,0
Hey how do ü want me to pass ü e bash tix?,0
Wish you and your family a Happy and Prosperous Year  <#> . Mahanil & family.,0
"How long before you get reply, just defer admission til next semester",0
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1
ll be mtg for CG at 5.30 pm this thursday. Pse revert... tks!,0
Ohh damn ~ I fell asleep hahaha ohh then how!,0
"Hmm.. Fusion? Haha. Got chicken, dory, steak all these de lah. Horhor, i sent u menu before, u nvr read!",0
Oops. I forgot. What time are we meeting? I was still checking theemail inbox for ur mails..:-P,0
I can't find d ryt wrds 4 dis day so i m giving a hug bcoz wrds hav d potential 2 confuse but HUGS never LIE.happy friendshipday n gud morning. ,0
Still feeling nauseous. My dad is fetching me to the clinic now. Thks,0
JUST TAKE THE BUS IDM ONE,0
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""",0
Ü give me some time to walk there.,0
HAHAHA TOMOYO DRAGGED OKAZAKI TO SCH.,0
Im sure you did fine.... Hmmm... Im at amk now.... Half day off....,0
Thank u andrew.. Very nice of u 2 hav come.. Who els came with u?,0
At bugis. Walking around.,0
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1
Id onluy matters when getting on from offcampus,0
"Hiya, had a good day? Have you spoken to since the weekend?",0
Haha wow you know my taste eh. Not bad.,0
Wahhh evil cjm. :-(,0
Yup ü not comin :-(,0
Haha u wan celebrate 4 me haha 6points but e tester close eye one lah.,0
muggs. dear reach where already? i still at orchard,0
That was before the Ohhs,0
Woot.wan ask u ST de interview how de ah.will ask simi kind of thing.lol.,0
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",0
no motivation liao ... fall asleep at my desk jus now ...,0
"Haha then ok, then I go find u all bah.",0
Able to give it to me on monday?,0
No.. waiting for cab,0
Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
Nope sorry):,0
re rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0
"My mentor's father in law passed away, she's only going to be backThursday haha",0
Ok to catch tat posari dhoti huh k k al d best try wel janu,0
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",0
You all ready for * big day tomorrow?,0
"Hey, I didn't get it yet.. and I don't want to shift now even if Iget.. its too painful..  sorry!",0
Content not supported leh. Can type it out? Haha. Paiseh. Thanks!,0
She like u said anything but she free till 9 plus only.,0
Please bring the dongal in case of emgncy. Good night... God bless,0
I see. I shld be able to go. Need pay extra?,0
"Hey, dr 6 at com2 is available leh. U all want to come and use?",0
yep not too bad.. in mp now,0
Oh icic...ask him if he had done anything for his part...got anyinformation like urs...no have essay nvm...,0
I just put aspirin and a bandaid on it... but it's between nickel andquarter sized lol,0
"Nay, just stayed out at the beach to watch sunrise. Hehe.. you enjoy yourself. :)",0
we should go to cicis pizza,0
yeah sure! (:,0
Hmm I think mma students have photoshop.,0
U need trial? Not they invite u join ar? Hahas kk goodluck pinky bro!,0
Hi. We arranged it to be  <#> pm.,0
I only noe of one which we got for cny...outsource must rent for 2days...must go collect and return...7pm reach shangrila hotal..gotparking & erp to pay...very jia lat leh...,0
Celine u there?,0
Ugh. Gotta drive back to sd from la. My butt is sore.,0
Ooo is her house nice?? (: haha my trips overseas are generally twoweeks long haha>< do you want anyth from nz!! (:,0
"I think should have lor but actually it is not v. horrifying la, come 2 think of it. Last week was cos I was watching alone? Not Scary la.. after Fear Factor",0
?? mean it's confirmed... I tot they juz say oni... Ok then... ,0
Hahaha but that was before  <#> !! I'm hungry!!!!!,0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",1
Did you take lsm1202 human anatomy? If you have the text do you mind lending one of my friends?,0
Interview tomorrow at <#> am. Wish me luck!,0
smth is wrong with the fone,0
Huffman coding,0
Top right.,0
Not so early.,0
Reachin northpiint le. Sobs,0
Why do v Indians eagerly wish Frndshp day  Valentine day  Rose day  etc.  b4 a week or few days  n feel proud dat v hav done a very great job.But y do things change wen it comes 2 our nation's Independance Day. Do v hav d same eagerness?Ans is ''NO'' So come lets change our view 2wrds our nation n stop giving priority 2 the western culture. Lets be INDIANs first. HAPPY INDEPENDANCE DAY. ,0
Mei you jiao wo. Never call me.,0
in class ,0
Lol its gonna be harder than that to keep me away.,0
also!(: btw my mtg tmr is at  <#> :/ I have no idea what time itends:/ and I dun think you wanna wait so long :/,0
"Haha i'm fine! Died during math this morning but its fine coz Iunderstand! Didn't sleep during physics coz I had coffee with me butit didn't work during Chinese test haha, I feel asleep at the last twoquestions haha! Okay haha are you going to take up another student? Godo your math! Sorry I think you didn't do much yesterday right! I'llwake up at 4!",0
m at alumni house... How?,0
Nvm la as long as it can still eat,0
When now ar?,0
"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",0
Pfft I been drinking since this morning!,0
"Nv eat le. Andy eating with Leon, I going lunch later with Lucy.",0
Eh hi! Ask ü smtg k? issit a MUST to have our prov driving licence on e 1st day of our prac lesson? Reply soon.. Thanks!,0
What time do we meet for dinner?,0
But not as NCM. They can collectively sign as individuals.,0
Ah send me the teeshirt design. Tmr jingting will find someone to print.,0
Ah? Again? Lol lynette can play at my house meh,0
"Haha yeah now dun have! Err I have no idea, probably accept lah! Theymay not know she dun like them haha! Oh no tmr how? Stay home rest?Sleep early! Drink more water! Haha what? No point for me to try talksense into her lah, she only listen to my relatives one!",0
"Sian, what are you doing? Jeryl sim taking forever and I need to bathe!",0
Haha.. what he gave u?,0
Naice. Wo you  <#>  words!,0
"Hey, ask u ar, how long would the thing takes including the blood oneif i go at  <#> am. Becoz i've a lec at  <#> pm so i wanna roughlygauge. Haha.",0
"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0
"Yeah buddy, thy r taking. send me ur cv nw if poss. tc.",0
Hey mes is opening nw only d.,0
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,0
Oh sure. U knoow design lab? Anyway near there can.,0
Thanks very much.  See you then.,0
Yo what's the status of Eric's project?  How long will it take?,0
"Alright, love you too.. I'm going to berkeley to move Tuesday for afew days I believe just to let you know. What procedure?",0
"Chia heng, pls update me on e meetup ya. I won't reply to your email liao.",0
Met up with weihao le. Shld reach on time. :-),0
Then afternoon free? Haha,0
No.they ddnt cl yet,0
oh also U born in which year? Thks,0
Jane babes not goin 2 wrk,0
By tonight possible?,0
:o are you serious?!,0
"m suppose to brin dove... Hmmm, u can bring oso lor... In case wat i brought is not enuff...",0
I spy with my little eye someone black!!!,0
s in the vegie compartment in fridge. You,0
Ice cream later?,0
"No u use the balance to pay plus your own. Then the rest, we payourselves. English always first paper de. Wahahaha. I kidding onlylah.",0
IIT-JEE Exam has been postponed to 12th May  2009. For further details  log on to the site.... www.may-me-kaun-se-jhande-gaad-lAn army officer married & discovers on d 1st nite tht his wife is havng periods  He sends emergency letter to general Red alert at front  extend leav oge.com all the best for tomgeneral replies-attack frm back & report  ,0
Sent you an awful little recording of me playing guitar,0
t tot abt it leh.wat do u wan to eat?,0
Loosu go to hospital. De dont let it careless.,0
?? dun wan to watch infernal affair?,0
"E 2nd tut harder lor, quite some dunno how to do. She nvr explain properly ah... Cham, i din even go 4 tut...",0
Ohh how come?,0
Then how? Which mod did u take?,0
Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,0
"Hi Andreu, have v 2 get down at piliyandala town?",0
Lol tell me when it's a national competition.,0
Torch black it  <#> . White is  <#> . But bold is  <#> . They are all new and i will have to ship to you in a few days if you really are interested.,0
"Farrer road, wollerton park",0
Haha I didn't know that! I thought you still went to harbor. Lol nervermind then,0
Which suburb did you want me to head to first?,0
Lol wah I sense racism.,0
 <#>  for 4 at stumps:),0
Hey.. PS I'll be a bit late. Overslept. Now at batok,0
Okay thanks sorry today i was taking a nap must have sounded super sian,0
Aight one sec,0
Hmm nope eh lol. Not in my contacts.,0
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,1
Sorry dad I wont be home early tonight.,0
Hahaha things can change so I must ask once in awhile!! :D so gotanyone you're interested in???,0
Its a WHATEVER you want to do. I brought my laptop to use in ikea if there's time. I don't know. If there's time for me to write I will.,0
Oh I got that all sorted out! Calarts has my transcripts. I'm coming home Friday night :),0
Dun Emo! Nxt time then train,0
If u trust sum1 trust till the end,0
Kk downstairs liao.,0
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1
No dear i was sleeping :-P,0
No d am scared.,0
Yosh we meeting for lunch??,0
Haha but why must change!! I dun get it!!,0
Hey pink... Izit e fujitsu s series will come to sch nxt wk? Cos i heard frm xin lor. I thgt of gettin it but got no loan now...,0
Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,0
Ok. 3 packs arriving around  <TIME>  --Your deliveryman.,0
Can u please go at 8 o clock 2 monitor rag. My sister has is in hospital. Cant come.,0
"It's weird right, that we found this fairly obscure field super youngand it's literally the best thing in the world lol",0
Haha yeah most probably,0
"Oh yeah and I forgot to ask! Can I apply for late return for tonight,tues and thurs? I got training!",0
No but I'm  cooking dinner,0
We'll be back in  <#> mins.. Need to get special food for belle?,0
Lol I sound like a clown. Haha. Erm I tmr got 2 assignments due. Sotoday wun be free. Sorry.,0
SHADI MUBARAK HO !!!,0
m not on the bus yet... Abt 15 mins later? 103 correct right,0
"If u wanna go imm tml I don't mind going, need to grab some stufflike formal shirt.",0
Okok. Wat time is the retest,0
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0
Oh. Hope can find a short course. Holiday also quite short jus learnbasics nxt hol learn agn,0
What are u doing,0
Hai dear friends... This is my new &amp,0
Oh OK.. tired?  Wanna go for walk later?,0
"Ahh okay okay I shall not talk to you for now, can tell you don'twanna talk! ttyl!! Heehee that's the first time I used that acronym inawhile!",0
Ur wife(x) also da,0
sure.. meet u at 6pm to c qide ya.. mus turn up on time ah.. rem to zap ur ic too,0
Haha as in I dun want to stay in school until late... travel backfrom west side at night the feeling very sianz one... I am sure uunderstand lol... ya hor need 1 more T.T... or we play 3man wif normaltiles that time never try! Lol ya lo last Fri I call him he never pickup...,0
Dunno i can't tell if is sabo but anyway i took it out so it's less ugly,0
<URL>Haha ps I cannot type out the jap name so cannot find the original!This one is Spanish subs I think! Haha okay I will!,0
CHINESE,0
Gd sia ok I can meet.still got hu?,0
Can I confirm with u in  <#>  days? Its not buffet right?,0
"I love you too. I decided, rent and into the woods when I get home?",0
"Lol,  you months ago: I am going to remember that the non-syllabicsyllable is (symbol) because it looks like a sad face, and theoffglide is sad it's not a full syllable.Oh god, now I'm really sad. D:",0
It means thaT we can gym later,0
Whoa haha hope its nice! Okayyy haha but I feel bad leh it reallycosts alot): nope can't find yet:/ shucks:/ haha yeah training wasquite fun!,0
where is she going to stay then,0
Ok. Lg will reach ard  <#>,0
Yup to replenish your sodium. Should probably try some chivas too. XD,0
I'm in office now . I will call you  <#>  min:),0
you free now ?,0
Babe ? I lost you ... Will you try rebooting ?,0
"Stewart, a few other things. First, can I have the contact details ofthe owner?  I need to arrange a few dates for the renovation teams tocome look at the site to the design proposals.  Second, we haveapplied to the banks and hope to have a decision by Wednesday,  but Imay not be free on Thursday to go to the law offices.  By when do Ineed to tell you the law firm that we'll be using?  Appreciate if youcan call me back to advise.  Thanks!",0
thnks 4 prayin. got d job,0
Sure see you then,0
Yeah at canteen.,0
"The disciples came to Jesus, asking, ""who is the greatest in the Kingdom of heaven?"" So Jesus called a child, made him stand in front of them, and said, ""i assure you that unless you change and become like children, you will never enter the Kingdom of heaven. The greatest in the Kingdom of heaven is the one who humbles himself and becomes like this child"". Matthew <#> : <#>  Praise the Lord! Have a blessed day IN CHRIST :-)",0
Just a little,0
Sounds auntie.lol.wat abt considering to do some housework too.haha.,0
would you be in town later ?,0
in my room,0
Ya that one is slow as poo,0
"s on e mountain, haha, have to check map liao...",0
Awesome! What route are you guys taking?,0
Lunch today?,0
Daddy u never come hor?,0
Hi :)finally i completed the course:),0
Bad boy! Korean are badass too,0
"I do , we'll be in touch",0
I tink I tis week not drinking le. But u can drink with YX they all la,0
Hey did u hve ny idea d 2day s milk r cofe?,0
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,0
Crud pw meeting lol,0
Ok then u tell me wat time u coming later lor.,0
Eh u sms wrong person,0
Congratulations ur awarded either ?500 of CD gift vouchers & Free entry 2 our ?100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1
n its abt self-confidence i think...,0
"hey <name>, how's ur fren n ur appeal results?",0
Congratulation bro,0
"Yeah I just now see and test le.. got prob they din differentiateroute a and b... bus stop 1 at route a, bus stop 2 at route b I choose1 - 2 they show the bus service direct bus",0
Happy are those whose greatest desire is to do what GOD requires,0
I dont think sun fire can lor cos u it cant run jsp like t. Or u can upload 2 e yahoo one first try can or not. Leona shuhui online?,0
What(Many caws to you btw),0
Then how?,0
shall v go out,0
I know. Like when she was taking FOREVER to bring my pain meds. I found out why too. She thought I legally changed my name to Cortez. So they couldn't find it.,0
Around 46 need 55 at least,0
"Oh chey I thought rage! I am bored! Hahaha I'm not, can't reply youcoz lagging like mad! Hahaha I have to go for chinese in half anhour): when does the server come back up?",0
At where? Do i noe any of ur law frens?,0
Dunno he hasn't appeared maybe he's already there,0
Omg excited! Using lego and other comp from scratch,0
Hmm I will be free after 2,0
"Started last week or last few weeks! Then got like 5 exams this weekwhoa:o haha then where did you go! Haha he dl le, I shouldn't havegiven him the place to dl._. He is playing the  <#>  hour version mygoodness then keep playing with MY pillow and bolster with his legs!!!Cannot stand it!!!",0
Wats wrong in askin codes da,0
Only u? I be meeting xinyi at 12 at bishan. Can u make it?,0
Er yep sure. Props?,0
hmm.. ok.. eh think i be a bit late.  <DECIMAL>  can? leaving hse nw,0
Haha cant help much.,0
Haha I was at vivo :P some ah beng served me sia! Haha,0
"Ok, team A is tze chin and co. Team C is hui min and co.",0
You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0
Ha ha thanks and coz lost my hand phone thus lost all the contact number carry on with you exams:),0
Haven sleep yet? How have you been recently? Hows orientation week?,0
Im in blue line metro. Cn u take stuf frm my hostel at around 930 ? ,0
"Another guy... Should i go use comp 2 compose 1 pic of me n Mr Jin. Haha... U tell him i say this, he sure t kind of face n scold me again...",0
"Which subject? Maybe I can give advice. Don't worry you still havemuch time for O levels, being disappointed now means you are alreadyhaving the correct attitude.",0
Cool. So how come you havent been wined and dined before?,0
Haven play yet la... Now eatin my dinner...,0
"pigo, why u so blur fall into drain? then u gt take mc?",0
Hee. Ya no cry. Just kan chiong that he will do something wrong,0
Later we eating at ard 6pm becoz gw got something on after the tut.,0
How bout holidays?,0
Last meter reading is  <DECIMAL>,0
Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0
dear slp already?,0
s translation and reveiwed and commented. Sent to your email.,0
t seem to find level 4000 one,0
ask them got any sms messages to gif me lei...now me only got like 100 over not enuff...u all online rite...when u all taking a break then type and forward to me...but if u all busy wif work then nvm...,0
"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0
Ps swimming. Erm get back to u in awhile,0
"Great. I'm in church now, will holla when i get out",0
Yeah see bout it tmr. I love you too. No more crying.,0
Wa sob sob sob bai fen bai more impt than meeting me lo...,0
"U pig leh, now in arts canteen q for food...",0
Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0
Reach lo.at where??,0
"Kernel soh, when will u be at hostel?",0
LOL SERIOUSLY HAHA WIFE YOU ARE SUCH A STALKER HAHA,0
I also bought a shirt what.,0
I want to go centro on tues next. Got les night but age limit 21 n they r strict bout it... mich told me she wanna go embargo leh,0
"Haha my friends chatting here, I shall just chat awhile!",0
Hahaha I see. So did he told you about the shoes and sleeping bag?,0
"Awesome, plan to get here any time after like  <#> , I'll text you details in a wee bit",0
Tis wk end lo. Ü wan me to crash ür sch-may crash tis wk.hee-,0
Yeah but extra workload so it's quite sian.,0
Hey meet later at gym. Bout  <#>  plus wait for yw rehearsal,0
i should b able to go down. who else going?,0
Lmao. Take a pic and send it to me.,0
Cos I was thinking Sunday meet and discuss math answer if u r in pasir ris lol,0
i MIGHT have a chance in TCS for internship. dad just called. he's just landed at the airport and now directly going to jaipur. ,0
"The table's occupied, I'm waiting by the tree",0
Yep. But I leaving at  <DECIMAL>,0
U  <#>  onwards not free liao ar?...after prof teoh meeting cannot meet?...,0
Hasn't that been the pattern recently crap weekends?,0
"Hey,u did't cum 4 prty sterday. wht hapnd?",0
Yeah but I told Charmaine I am going liao. Think Meifang they all might too. Otherwise I have totally nothing to do LOL,0
Kiss u somenore. I go pong pong first.,0
Can u look 4 me in da lib i got stuff havent finish yet.,0
Eh haha I eat less in sch mah! Hahaha can la got money! yeah lor damnweird! It's like so bright. Haha when you all starting! LOL. yeahRaghav was saying you always take tuna after I ordered LOL. OOO IS IT.hahaha it's too bright!!!,0
Take care when u hire auto,0
Andu she's nt answring the cl.I'v sent a mesg.V'l c smetimes she may rply.,0
Yup i will be... But the booth wont be... Haha i go there see see lah. But those are the comms leh you interested? Like publicity that kind,0
I finish at six too! See ü then..Ü,0
LOL!!! Okay then we split the earnings XD Hahaha friend why are youawake!!! Sleep more!! Hahaha so cute I wanna see!!!!!,0
Haha what? Wait I check later haha I never open all my emails!,0
Going back at 615. Is it still raining? Bought the guava snack for you during lunch...,0
"Not i like yellow, cos white like 2 plain, then shuhui e cheerful type so choose yellow lor...if dont like can change...wat color u want",0
Haha good lo. I also want new things~,0
R u thr,0
"Unless we find someone to play after seowting play one round, causejason bout 8pm free.",0
Wun wan la.. She said they more lenient this time round..,0
We at mac. Hee.,0
Yes! I'm already losing my hair :(,0
"yes,i suggest that u select one from the top conferences. Topics can be sensor network,DTN or mobile phone related. once u decided,u should read some more references because they would ask questions,it's better u know the topic well",0
K..give back my thanks.,0
I love to cuddle! I want to hold you in my strong arms right now...,0
Orh:-).  But the yeiyei bus not yet come.. ,0
drink more water k. then u can recover faster. :),0
Mam matipanga de...she asked no one to be in the class,0
"Hi Ricky,  I cant seem to reach you. Can you call back before  <#>or sms me about today's activities?  Will the bathtub folks cometoday?",0
K thks! Go study le,0
On my way to office. nine o?clock I woke up cook my leon tau hu mm?yum?very nice bye. take care,0
But today is sunday lei...Y not tmr?,0
Boring. Whole hse so quiet. Watchu doing,0
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",1
Heh thanks alot. Btw I sent you the email already. Mafan ni le!,0
I just woke up thanks to my grandma making alot of node at my sleeping bro><,0
How's the fighting fish?,0
"I'm in yr class bench, pimpin'",0
Upstairs. I start eating,0
Oei can reply or not,0
Haha no no just going to get a plain one to draw for my dad! Hahahaobviously it's not me I dun say that!!!!! Haha the theme is retrobro!!!!,0
formal? Hm. Where ü hear from? Oh no! Mon i got tuition... Do you know whats the plan for the day?,0
"Hihi ppl who borrowed blazers! If its possible, can you drop by schtmr morning from ard  <DECIMAL>  onwards to return your blazer?Yeaps:D and you can get your $$ back too! Sorry for the late sms!Please let me know if you're coming and what time (:",0
"K, wat s tht incident?",0
"ladies n gentleman, same event tomolo, meet in lounge at 4:30pm, wear the cute black man in front shirt as usual, pls reply yr attendance, n have a nice day! U",0
m on my way home. Went to change batt 4 my watch then go shop a bit lor.,0
aathi..where are you dear..,0
s still space in that class i think,0
Okok gimme a call when u gg then I come down,0
Dar I go bathe first.. give me  <#>  mins k. Mug mug,0
R ü comin back for dinner?,0
"Transfusion, huh?",0
Ya.. but I took one only. If u wan I photocopy for u:-),0
Hmmm.. Thk sure got time to hop ard... Ya,0
"I dunno! Nice bottle btw, remind me pass you chem today!",0
Ya tired!,0
Ok.pls let me knw wen they do.God may bles u 2.,0
I'm actually on the way :/,0
Is it every sat? I ask my mum agn later,0
Haha okay! I think I'll still end up staying up! Haha what >< I justwoke up!! What's so incredible!!,0
Haha maybe I'll be annoyed with you looking at 9gag and you will bevery annoyed with me for being so Nazi:o haha bathe le! Are you home?,0
Thanks for loving me so. You rock,0
I told her I need the book already. Tmr meeting her to get it.,0
"Oh sigh I probably won't get a chance then haha:/ vivian says if shegets, I have to help her tell them she agrees to go coz she'll be inJapan then haha!",0
What I dun get the first part!! Hahaha SWING IT ARD THE ROOM!!!,0
Wow oh right campaign starts today!,0
Hehehe! drinking chocolate milk!,0
"Integrating to your mycode3 shld be okay. As mentioned ytd, i createda product table n used another controller.",0
Haha yeah true that! Haha okay^^ omg haha it's ss and rr! Ryan superawesome ah!(:,0
Stay online,0
Aiyooooo. I love you tooo. That's all that matters!,0
Ooo I just received this. call me when you going down!,0
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,0
So have u gone off? Lol,0
And of course you should make a stink!,0
"es, terrorists die anyway but this man will die because Indian law system proved him guilty for a rarest of rare crime",0
Eh I tink will rain....,0
"Haha^^ okay! Haha you wanna play? Idm! But I going out to book theaccommodation for my holiday, dunno what time coming home! Haha ohwells! Shall tell him to catch up to our level!! Haha you better nottoo! It's okay it's okay! Tired must sleep!!",0
Gud mrng dear have a nice day,0
