SMSes,Labels
WE ARE URGENTLY IN NEED OF A RAW MATERIAL SUPPLIES FROM INDIA TO U.K PLEASE GET BACK TO ME AT EMAIL,1
Namaskaram Sadhguru culminate his 100-day motorcycle journey to Save Soil atCoimbatore Watch the action live on XX Jun,1
pantaloons  jan flat   off on every single garment of the entire sale offering across a wide range of brands click httpbitlysuln tc,1
"Dear customer You be first winner of company online flipkart You win 1st prize Maruti Suzuki Swift dzire car and amount Rs .8,30000 You need Registration charge pay only and receive your prize thanks Call help line number 18001812125.contact no XXXXXXXXXXX Thanks htp // luckydrawwinners.com/ SMS 09:39",1
mom dad told the girls in indore are very cunning they didnt allow me to join,0
Your OlaMoney Wallet have be Inactive.Activate it now to enjoy the perk and start avail great offers.Click http://hello.ola.app/ reactivate,1
Hi Customer your A/ C- 13505-Credited for Rs34481 on XX-XX-XXXX via Under Govt Yojana Approved click http://bit.ly/3DPAVPx BT,1
never before deal landmarkshopsin flat rs off on purchase of rs on lifestyle  max fashion merchandiseuse code promo  httpgooglhgoz tnc,1
Dear customer your INDUSIND Debit Card point worth Rs XXXX expire by 07/06/2018 Kindly convert your point in cash by click here http://indusoffer.com/,1
watch your favorite english shows like bloodoil filler bones rosewood blackish in just rs month on swphd lcnto subscribe give a miss call on ,1
dear customer  pay bills on the go using micicibankcom and get coupondunia vouchers worth rs offer till may for dtls  visit httpgooglmxla tnc,1
dominos super value friday buy  pizza get  free cpn mob today also win australia trip iphone n lot more cricfeast call  orderonline mobile t c,1
"Here are the most fascinating and strange marine creatures! For details,click the link: http://p.jazzmobilemag.pk/ZH69XfC/aef3",1
+12482138667 appear to be a Twilio number Reply `` XX '' to investigate as spam or `` O '' to ignore Or report at http://www.twilio.com/help/ abuse,1
Dearparent of SBI your SBI A/c be Blocked your KYC be Pending update Your Pan Card online Today visit http://goolnk.com/6EOmj5 Now RegardsRPSSTP,1
"Hi, I am Thomas Flynn from BMO. I have a viable business proposition for you. Pls, ensure to contact me through email for full details:",1
few days left to claim  bonus points weve credited  bonus points to your state bank debit card loyalty program get movietravel tickets  mobiledth recharge  merchandise  hotel  much more with points to unlock bonus points  download max get more app mymaxkysa  valid till maytc,1
Today 1:55 PM FedEx the scheduled dispatch date for your package 1z17456 be postpone Make sure to confirm here 19fxv.info/dxo XX M,1
organic ghar on nh ghaziabad bhkl bhkl bhkl special offerfree modular kitchen  chimney book    bal in emi of  call ,1
 bhk at rs psf in gurgaon prime location ltd units plp subvention plan project near completion call  ,1
 Hbd! Let's party 2nite! ??,0
hurry pepe  flat  off  on winter wear at pepe jeans london exclusive showroom scosector panchkula offer only sunday  new stock added ph,1
Dear Customer your HDFC Bank Virtual RM Krishna Sanjay try reach you We be back with Summer Treats offer please connect with your RM at XXXXXXXXXXX to know more,1
save  stylish and trendy pack of  palazzos red  blue  black  just rs  hurry to order call   get extra  off use coupon ,1
dont drink n drive this new years eve ride for free instead shop for rs now  use code ebaytaxi  get a free ride worth rs visit httpgooglohosj,1
Dear user Your SBI YONO Account will be block today plz update your PAN Card in XX min immediately Click in link http://kycsdp.co.in,1
What were you in your past life? find out your inside past. SMS Past to 55352. ex: SMS as Past 15/08/1975 to 55352. Rs.3/SMS ,1
Congrats You be eligible for loan upto Rs X lac Get money in your A C in just XX min No doc require Apply now 1kx.in/D2piwZIBOBO India 's Largest Instant Get instant loan up to Rs 2L with t ... http://1kx.in/D2piwZIBOBO,1
" Ttyl, hitting the gym.",0
dear member  buy for  bill value of rs   and  get  kg full grain basmati rice absolutely free  offer only for sundaytc apply,1
dominos super value offer only for you buy  pizza  get  pizza free todaywalkincall  orderonlinemobile dominoscoin cpn crmbc tc,1
Let the Kids indulge in learn something new with hour of handpicked educational entertainment from Da Vinci learn CH66 Dial XXX X to Pay STOP XXX X X,1
FREE MBs! Telenor Smart App register krny pe 200MB aur content view pe roz 100MB paen Download: https://bit.ly/telenorsmart ,1
dont miss book now or regret  supertechofficers enclave bhk apt in largest hill view  in south of gurgaon  just lacs onwards  call ,1
we would love to see you againcome  check out the new range of productshop with us  code get rs offwatch shop cjcall to order  ,1
dear metro customer  get rs  off on mrp on ariel matic ariel matic market price  rs   metro price  rs  hurry limited period offer tc apply,1
Service Message For Mpesa User Now manage Vodafone account by yourself through our new MyVodafone App to download click http://www.vodafone.in/mvvf1 now,1
Your parcel have be leave at your local drop off point You can track it here.I saw this and thought of youstraight away Might this be of interest to you,1
TV Mania be LIVE Grab your favorite deal get 1k off on order above 5k Valid until 1AM Use code TVMA0e20ee Shop Now http://bit.ly/21xZFUZ STOP20465,1
Dear Applicant Thank you for your interest in Noida International University Click here to start your application http://npfs.in/118aqG80,1
  dear customer your data pack is activated dont miss dial  or  tollfree to check your best internet offersfor other internet packs dial ,1
Dear customer your airTel SIM document have be pending your number will be Can'cel in 24hrs.more enquiry call XXXXXXXXXX immediately thanks,1
Dear Customer we regret your request could not be process as DND service be currently not active To activate Full DND sm START ltSpace gt X to XXXX,1
special offer for you  local mins  days onlyrcget unltd free local onnet mobile calls days onlyrcbest offers dial,1
but indefinite takes around 5 years,0
I don't know if it's in your genes or something.,0
The delivery of your new 'nrk qn package be ready http://phucnamduong.com/k/ 4adkqgq-9,1
you win our August competition at JB HIFI X Abby X Max X ajidip.com/,1
special offers  rs me sabhi local calls pmin  din rs pe gb g data  dino ke liye  rs local calls pmin for  days till th may,1
lesson i learnt frm microsoft office  eithr  be bold or  be italic  bcoz  t world dsnt notice t regular s   have a nice weekend ,0
hi did you dial  to get your free  mb data valid for  days hurry dial today  enjoy surfing offer is valid only once,1
hi member  shop for rs   get an exclusive turtle perfumedeo worth rs  for rs  only beat the summer heat in style offer valid till stocks last tc,1
jackpot dhamaka metro wholesale buy for rs  and get a chance to win branded  inch led  besides assured gifts call us on  tca,1
Yello Thank you for subscribe to Space Games at R10.00/ day or less amount Visit now http://mtn.to /289075963 1st X day s be Free To manage dial XXX Call XXX for help Ts Cs www.mtn.co.za,1
 Let's go 4 a shopping spree soon! Retail therapy!,0
GCYF3vSilg60 Google be re verify the phone of this device Learn more http://goo.gl/LHCS9W,1
U be select for the Work from Home job offer receive your daily salary XXXX Detail http://t.me/Aileen Surina,1
upto  off on kurtas  dresses  skirts and much more voonik brings you latest fashion arrivals shop now only on voonik app mdealcotmtgwndgmze,1
get  cashback up to rs on grofers app  when you pay via paytm wallet visit httpmpytmgrof tcs apply paytmkaro,1
 Thx 4 d lunch treat! ????,0
Thank you for the jeans brother its great!,0
"UPTO 50% OFF ON ENTIRE STOCK. NO TRICKS, ONLY TREAT! Shop before it lasts now at: https://bit.ly/37yA5IO",1
colgate presents pain out  a revolutionary product for express relief from tooth pain with just  drop   available exclusively for medical stores order now,1
colorplus chinos now available in  comfortable yet stylish fits tailored  contemporary fitget x reward points when you shop for them between th to,1
shop an explosion of colors with flat  off on ethnic wear styletag tc apply cod available no promo code required visit httpgooglbjtudq,1
Dear Customer You be currently list to receive SMS Calls on promotion from IDFC FIRST Bank Ltd. To Opt Out please give a missed call to XXXXXXXXXXX,1
dear hdfc bank customer get upto rs  cash back on registering your utility bills for smartpay on your credit card visit netbankingcredit cardstransact smartpay online,1
th of every month find a reason to celebrate donuts party day with dunkin donuts buy  donuts get  free walk in  call the dd store  ,1
you have been subscribed for the service bsnltune of validity  daysfor desub send sms stop to  or  tollfree,1
I saw your private photo here https //humplanet.com/what to see and do in gibraltar urgent visit to delete them,1
sachinr  konnnn    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1
You have X new notification http://idhmrcinfogov.com,1
Your package be on its way get it as soon as possible http://hbhmachine.com/b/le/ bth.R8 90V-QPd,1
republic day offer flat  off on the best of jeans  shirts  tshirts klounge new sindhi colony  taloda road  nandurbar ph  tc vat apply,1
buy govt approved land  near rajasthan housing board  mahala  ajmer road  jaipur rs sq yard offer valid for  days call ,1
Dear customer your INDUSIND credit card reward point worth INR XXXX expire by today Kindly redeem your point in Cash by click here www.indusindpropoints.in,1
d yeah m there online i promise il nag you ,0
 Remember the jokes we shared? So funny!,0
its ok dudegud nite  i just still hope we could be gud frndsrest is ur decision  ,0
rakeshg  kela ki koros    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free,1
ride with taxiforsure this week in delhincr and get  off on every ride use code off offer valid up to rs on every ride between  am   pm hurry,1
next to metro   residences  sec noida own a shop pay  now  rest on possession reputed builder limited units available call ,1
ou are enjoying Local calls to mobile at 50p/min and your pack expires after 3 days. Hurry! Recharge with Rs 49 now and carry forward your remaining validit,1
recharge with rc  and enjoy free  lakh local aa seconds for  days dial  to activate for best offers   ,1
how large is your data?,0
transform ur body without gym lose upto  kg  inch in  days wo yoga dieting  exercisemore info sms kare ndn to ,1
Facebook Important Notice We be send this notification because your last post be report Please verify your membership at http://fb.user-page.online to aviod the limitation Thank you Facebook Team XX min,1
happy holi ka happy offer get  off on askmegrocery use flat for  off  extra mobikwik cashback visit httpgooglqhzgq min purchase rs,1
DPD Your parcel have be return to our depot due to a fail delivery attempt Please visit http://dpd confirm.com/redelivery to schedule a redelivery,1
OCBC You must conduct an account security check immediately otherwise theaccount will be lock Please browse bit.ly/ kor,1
believe it or not  pick any vincent chase sunglasses ranging from rs to rs at just rs valid till tonight shop now wwwlenskartcomvc,1
Get 15GB XXX local minute for OMR X valid for X weeks.Just dial XXX to subscribe or visit http://ooapp.page.link /special offerJust dial XXX to subscribe or visit http://ooapp.page.link /specialoffer,1
bill pe dealstar bazaarshop for rsget a crystal container worth rs only rs  off on tide detergent  sugarkg mango badamkgrush nowtc,1
+13477216319 AT T Free Msg Apologies for the signal issue on Sept XX Adam Here 's a little reimbursement z3erw.info/05QQ3w1SIS,1
hi your panasonic eluga s gb black has been delivered thank you for shopping at snapdeal download app for more offers httpbitlyhwq,1
xxx  login access code for your trading account valid till  pmist  team lease ltd ipo  opens nd feb visit httpbitlytleaselp,1
dear student   our new batches of ground zeromedical ground zerofor students moving to class  in are starting from th aprilfew seats are available in these batches hurry take admission by tomorrowin the batches starting from  april call mentors eduserv,1
digibank welcome to digibank access debit card details from global menu in the app and explore exciting offers and rewards here httpdbscomdigibankindealshtml,1
taruchaya residency  g  bhk flats  opp heerapura powerhouse ajmer raod jaipur   mins from vaishali nagar  adjoining  bigha jda park  call ,1
IRD here It look like we do n't have your correct postal address You can update this in mylR Go to www.ird.govt.nz/ myIR,1
Error Dear customer your card require additional identification Click on the link for quick completion,1
"VZW FREE MSG Thank you we appreciate your assistance To immediately block message from this sender please visitVZW FREE MSG Thank you for report spam Please reply with the sender 's number Messages send to XXXX be share with security provider to help prevent spamIndiana.Gov have fund your claim account with 4,900 Go to link below to process it http://beauty bewitched.com/Indiana/uplink",1
"Snapdeal congratulation you be company tv show Snapdeal SHOPPING you have X st prz tata indica car and amount price RS6,25000 Registration service charge Deposit on XXXX -only Details for call me customer care tollfree XXXXXXXXXXX mo XXXXXXXXXX M0,8406986092",1
buy  get free is back and its bigger  better than ever psst big things are happening at limeroad why not shop today httplimeroadmeuwy,1
special offer tt now do online rchg of rs  get full talktimevisit httpscareideacellularcomwpsportalaccountonlinerecharge,1
Dear Absa Client due to security upgrade your account be block click http://is.gd/LW1Sb4 to immediately restore your Absa account now Thank AbsaOnline,1
dear customer  congratulations your phone is now secured with syska gadget secure please download the link to understand inclusions and exclusions in your comprehensive cover httppolicysyskagadgetsecurecompolicyvideomp for clarifications please call us on our toll free number  o,1
shop for min rs  on your first ebay purchase  get flat rs off on redbus app visit httpgooglsqaee  use myfirstrb valid till  novtc,1
We just made your day!! To block promotions from NEW Y0RKER send UNSUB to 9689138,1
Dear Customer it 's be a tough year for all of us thank you for stand by Nature 's Basket.We assure to serve you to the best of our ability bit.ly/ 3zx8fss,1
the end of reason sale is on  myntra enjoy    off on l styles shop now httpmsgmnqesocpkadjyyhqifp,1
NHS You be now eligible to apply for your COVID-19 Pass If you do not apply you may be fin To apply please visit http://nhs.yourpass-info .com,1
"The list reveals the richest Pakistani singers in 2020! For details, click the link: http://l.jazzmobilemag.pk/pGeK6Hj/5999",1
nse future real super jackpot buy kpit tgt  sl its huge jackpot call pay  get daily  jackpot offer till pm  call on ,1
get gb of g data and enjoy videos  songs and more at rs only on airtel to avail the offer  sms internet to  or dial ,1
Dear HDFC user your HDFC NetBanking Account will be block today.Please click on the link and update your PAN CARD Number immediately http://cutt.ly/OAECAbi,1
That makes more sense,0
"Your Paytm amount Rs 34,939 be credit to XXXXXXXXXX Download and Register now t3r.in/1mto83",1
all new website launched with heavy discounts for men  women clothing  fashions accessories visit  wwwshoppecom or download app httpsgooglxkcvcy,1
Kogan.com be commit to comply with its obligation under the Spam Act XXXX Kogan.com will not send you any unsolicited commercial electronic message without your consent,1
Your Cambridge Water E bill be head your way Find out more here http://www.endx.io/GEqIXwc,1
cannot be redeemed on stripes area  km call gurgaon   vasant kunj   saket  noida  to place orders,1
Your free resources will expire tomorrow. Dial *888# and call any Telenor number for free daily for the next 7 days.,1
need grocery get  off free delivery lowest rates code deal valid on st order above rs till sep max discount  rs visit wwwaskmegrocerycom,1
talktime dhamaka rc tt get more than full tt on recharge with rs offer only for you validity  days hurry recharge now,1
" Hey, wanna hit the gym 2gether? Gotta stay fit!",0
flat  off  on fresh collection  vmart  choose from more than  variety of colorful fashion apparels hurry  tc,1
"Notification  Dear consumer your  electricity power will be  disconnected from 10.30 pm  at tonight because due to not updating your electricity bill for last month, kindly contact electricity office number 06201314601 for further  details thank you.",1
Dear SBI Customer You recently add a nominee If you do not make this change please Log In cutt.ly/KhRbK4V to your online banking and follow the instruction,1
dear customer you have missed earning  reward points under icici bank mysavings rewardsto know the eligibility criteria pls visit wwwmysavingsrewardscom,1
FREE PIZZA ICE CREAM Buy X pizza get X FREE PLUS FREE BJs ice cream Order today at papajohns.co.uk T Cs apply Ends 31/8 Opt Out Txt PJSTOP to XXXXX,1
"Here is how to protect your lips from sunburn! For more beauty guide, click this free video link: http://l.jazzmobilemag.pk/qmY9HUR/8321",1
Already use a credit card You be eligible for new card with benefit of 71L FREE petrol also get voucher worth Rs750 Apply http://nmc.sg/jvJBi5 now,1
monday sale shoes  bags  apparel at flat  off styletag tc apply cod available add to cart for discount till stocks last visit httpgooglgij,1
nbelievable offer! 7-night Domestic/International Holiday stay in India or 34 international destinations at Rs 1000/night. Also get a FREE Premium Swiss watch worth Rs 6750. For details SMS NBBC to 52424.TnC appl ,1
get cashback of rs  pts on apparel spends worth rs at select max get more stores like lifestyle  colorplus  many more click mymaxczkf to avail offer  to view list of participating brands  locate stores near you offer valid on using state bank debit card for payment till mar tc,1
thank you for shopping ezone during jan  blindfold sale get rs off on ur next purchase use code  store valid til st mar  tc apply,1
call jitendra misra  pramod   bhavana for th to go lucknow  get reward to doing  k   its very imp   these club members r still on zero   ,1
use your south indian bank debit card for shopping or bill payments and earn  bonus points worth rs  hurry bonus points offer valid only till st may  to be eligible for the offer  click here mymaxpjyb  tc  ,1
meet the bollywood divas get images of sonam dips pc genelia click httptinyurlcomosyne to download for free,1
pay your amount of 5000.00 before XX-XX-XXXX to avoid any overdue charge which might affect your credit score and your image for next reloan.GSBpay your amount of 5000.00 before XX-XX-XXXX to avoid any overdue charge which might affect your credit score and your image for next reloan.GSB,1
watching ind vs wi tonight order food online on zomato  get  off upto rs  use code india when paying onling valid until  mar wwwzomatocomapp,1
SP.group Please be aware that your invoice for May XXXX be pay twice You can request a refund from here http://spgroup cdb05.web.app/ cdb051,1
Dear OneApollo member You have be upgrade to Silver Tier as on 20/12/2020 To know more about exclusive benefit in Silver Tier Visit www.oneapollo.com,1
On this Fathers Day   Know the  Depth of love between you and your Father. SMS DAD (your Name)(Father Name) to 53131. Eg DAD ANIL AMIT Rs3/Sms ,1
Dear SBI customer your account have be block due to KYC Updated within XX hour.Please contact customer care XXXXXXXXXX to continue your serviceThank you https //m.rbi .org.in//Scripts/Notification User .aspx Id=12083 Mode=0,1
gb g daysrs  gb g daysrs  offer valid for todayto get  dial   unlimited g for  hour at rs call tollfree,1
Learn how to work out your mind as well as your body to stay healthy! Click this free video link: http://l.jazzmobilemag.pk/NaB8ndl/c3a4,1
special offer spl rcrs main tt spl rcrs main tt visit tata docomo app at httpsgooglxynrf or dial  tollfree for bestoffer,1
tejals  sent you a photo    sent free from hike reply at standard sms rates to allow tejals to keep messaging you    download hike at httphikein to chat for free,1
dear customer  as part of our offer you have got smart services consisting of learning  kids  games worth rs free for  monthtill may,1
He will not be attending the meeting directly,0
Ru worry confuse look for best social medium and mobile base marketing option or virtual private exchange service as well Then we will be the best option for you,1
hi vikash   yes you are right today everything is under  only shop now before it ends  sale httpysmrtlnkinhzlnhmh,1
"Hey, Does anyone have any contact to any sports (trainers, basketball etc) shoes or sneakers local manufacturers? Please let me know.",0
Greetings from Metrobank We detect a new device from your account Please verify and authorize your device as a trusted device to avoud cancellation of your future transaction at http://bit.ly/VerifyMetro,1
you are selected to get a free samsung s edge or fully paid n cruise trip to colombo take a club mahindra membership  grab your offer sms clubh  tc,1
Gift idea that 'll knock your stocking off Make their Christmas sparkle with the perfect gift to bring you close Do n't miss our late Christmas offer Explore our Gift Shop now http://tel.st/gifts Opt out XXXXXXXXXX,1
block today due to incomplete KYC for the updating PAN CARD number follow link http://bit.ly/3mEC1am,1
makemytrip holiday sale starts th may get upto rs off on holidays visit makemytrip store or call click httpbitlyretailholidaysalesms,1
sweatshirts  sweaters  jackets starting at rs only huge discounts on top brands shop now on yepme app mdealcototqotm,1
ladies time for some shopping buy  get  free is here smooth silky bras with stylish designs hurry  grab now on zivame mdealcotmzmndcng,1
Dear Customer Your `` P `` .YTM KYC Document Has Expire Today Your Service Will Block Within XX HRS Call Us XXXXXXXXXX Immediately Thank You,1
"Congratulations Dear sir maidam you be winner of FLIPKART ON LINE SHOPPING COMPANY TV show prize you win 1st prize TATA SAFARI price of Rs 12,80,000 Registration charge 8,500 on date -03/07/2019 T C Apply for more detail contact Toll free XXXXXXXXXXX or what no XXXXXXXXXX",1
U.S. Bancorp Alert Security hold place on your debit card Additional verification be require please call 1.866.252.9557 and follow the instruction,1
get a chance to win samsung galaxy grand prime g everyday transact using axis mobile offer ends in  days on  nov click httpgooglsphhsb tc apply,1
Hi Mark we have detect an issue with your home internet service In order to fix this issue please message us here https //tel.st/ica,1
download squareindia app for free mcx  stock  forex  local bullion rates with portfolio alerts  price trigger  news  analysis download wwwsquareindiacomapp,1
"Dear Customer You be shop from Flipkart In which you be winner of Flipkart company You win 1st prize TATAA SAFARI and amount rate be Rs 12,80,000 Registration service charge 6,600 on XX-XX-XXXX deposit Contact no -XXXXXXXXXXX Flipkart Helpline no -XXXXXXXXXXX",1
Block Today Due To Incomplete KYC For TheRe-Update your PAN CARD Follow The Link http://cutt.ly/bSiGB8J,1
save this month use mpesa to do a vodafone prepaid recharge  dth recharge  self vodafone postpaid bill payment  utility bill payment immediately and get  cashback upto max rs,1
selfie stick  rs  with free shipping n cod offer valid for bhilwara city only on styleorscom httpwwwstyleorscomproductsviewaspxidmjqwtypeqw,1
cool summer offers metro buy beverages water  soft drinks  juices for rs   get a free gift worth rsvisit your nearest outlet today tca,1
summer saleflat  off on kids wear and ladies salwar suit new econmy range tshirt mens boys tops jeans onwards offer on selected stock,1
upgrade ur Grand Perks Membership & take full advantages- Visiting Cards Letter Heads Free Insurance Extra Commission Pay Direct Card & more-Sent 4rm 160by2.co ,1
Account will be block today Please click here link to update your PAN Number http://ashukijaykivijaykiho,1
 in  tool kit is a must have for a steal deal of rs on ebay with free shipping hurry  shop now on httpgooglymhukb using coupon ebayrush,1
XXX XXX-XXXX Best_Buy Has Selected You As Tonights Wnner Snag Your Courtesy 8k T_V Now http://bstbuywin.com/alf02/BWLPZtF,1
wed love to have your feedback give a call  if happy  or annoyed  happy hours from box buy  get  free on all supreme wraps  salads between pmpm only on our appwebsite httpgetboxin use codehappyhours,1
valentine special offer is here get off    cashback on everything you love use code valentine shop on lenskart now mdealcotmtanziodc,1
buy  body massage  rsonly casa blanca spa  salon sohna roadggnluxury rooms with steam  shower n trained therapists call,1
nisith bhai   anadkat jinesh gifted you rs on your first order download the snapdeal app and use anadkamr as invite code to get rewarded click  httpsnpdlininqe,1
Chase Fraud Your debit card be under review due to unusual activity Please verify your detail at redirect-cponline1b.ddns.net/r/ Secure01 to restore,1
Dear M S Customer We saw you buy MENS FORMAL SHIRTS from us recently We have add more option Visit your near store to see All that 's NEW X Apr 11:53 be,1
hi rksunanda  thank you for choosing us to gift your dear one we will keep you posted about the status of your order or download ferns n petals app now httpgooglehnkkf,1
   extra talktime recharge with rc   enjoy rs  tt  days valfor best offers dial   ,1
great offer from popular marutigenaral checkup brake cleaning wheel alignment dashboard coating washing only valid till th oct for booking ,1
now get rs off on next  bills by getting your friends and family on board sms mgmspace digit mobile number to ,1
why pay thousands for services you can get for free register on httptinkrtwphdqnnwzsit  get the best offers on closing old accounts dont miss out,1
we missed you at power club for  months return to great shopping experience and earn  bonus points on your purchase at van heusen valid till  march   tc,1
download free latest bollywood videos httphngam beauty deepika free videos httphngam bedroom beauty ke jalwe free httphngam,1
"Income Tax e filing require you to click http://bit.ly/2xO1nJG to submit a formal refund request for the remittance of your approved refund of Rs24,290.09",1
divya get free mobile data with databack neveroffline  install databack app  jmpdataback  which gives you free data for using apps on mobile data  use my code for bonus data ahu  sent via httphikein,1
you have  received gb with additional mb of free swahili videos on youtube valid till   click httptinyurlcompewpv ,1
worth trying considering he tried so many things,0
Donald Calling all Patriots ... We hope to see you in â Washington D.C. â January 6th XXXX Reply `` Count Me In `` or STOP to Opt Out,1
gulmohur garden presents ready poss  mnth bhklac incl main rajnagar ext gzb also avail emi plan ,1
axis bank edge loyalty rewards your  edge points are about to expire on  redeem from a wide range of products and services log on to edgerewardsaxisbankcom,1
Dear Customer Your PTAM KYC have be expire To Verified KYC call XXXXXXXXXX immediately your account will not be work within 24hrs Thanks You 02:35 PM Vodafone IN VM MOHDSM,1
ANPOST Payment of import duty/tax advance fee of â¬1.99 be require for your shipment to be process Pay securely via http://anpost.com deliveryclaim.co,1
wow weekend offer save upto rs on grocery use code sms to get extra  off free delivery hurry offer ends jan visit wwwaskmegrocerycom tc apply,1
shop for flat knit tee shirts tops  and sweaters for men and women at factory prices starting rs plus sizes also available  visit wwwkaltindiacom,1
launching food court adjoining pvr starting  lac only with assured return guaranteed in gurgaon construction in full swing call ,1
Dear customer Your SBI YONO A/c and Netbanking will be block today Please update your document now SBI.http://bitly.ws/qqJY,1
happy birthday harshi  have a prosperous year ahead loads of hugs  stay blessed ,0
your number has emerge winner lakhs rupees from chevrolet company uksendnameagemobile numberaddres batch no ghqpv to chevletprocenteukoutlookcom,1
Account will be block today.Please click on the link and update your PAN CARD Number immediately,1
ttention: You've been pre-approved for a mortgage. Apply now at http://XXXXX,1
DEAR WHATSAPP USER YOUR MOBILE NO HAS WON RS 4.CRORE 8OLAKH IN THE ON GOING WHATSAPP AWARD 2018.FOR CLAIMS SEND NAME ADD MOBILE AGE TO customercare USER-rbi.org,1
let the wait be over enjoy with dominosbuy  pizza  get  freeorder onlinemobile dominoscoin cpn crmffd vld till maytc,1
We have detect some unusual activity on your account We urgently ask you to follow the account review http://commbank .com.au.accverify.cn,1
"Please be notify that your incometax refund be ready The total amount be Rs 16,280 Kindly follow the link below to complete your incometax refund application to enable us process and remit your refund into your bank account at the early http://goo.gl/am9aQe 13:18 D If you do n't wish to receive SMS from this senderID click on the link dontsms.me/i/ITDEPT/ K8j17bf 13:18 X",1
mrapali Proprty Platter(Noida) *Princely sec76@21 lac *Zodiac sec120@23 lac *Castle G.NDA@16.6 lac *Platinum (possesn soon) sec119@25 lac sms ICF to 5499 ,1
RMO Note Your account be in use please click login within X minute and return the code to block unknown user securitycimdclick.com,1
due to non payment of Ron Telkom bal R564.97 avoid possible Judge ments and Pay at ABSA into NuDebt Trust Acc XXXXXXXXXX Ref XXXXXXXXXXXX or visit http://bit.ly/312ZpYy Call XXXXXXXXXX,1
surya heights pay  and rest on possesssion  bhk at  lac bhk at  lac near abes college nh  shops also available call ,1
super bachat  sale hurry last few hours left get  off on grocery flat on mobikwik use coupon ss is se sasta khi nhi milega wwwaskmegrocerycom,1
loot sale grocerys biggest offer pmpm today save big upto  flat   on mobikwik usecode ss minorder free delivery wwwaskmegrocerycom,1
 Dear Customer Your last Order be successfully pay in full on Monday July X XXXX EDT It will be process at least XX hour late download and open the attachment to confirm the order PDF Regards Apple ID,1
Hi I be TOBi from Vodacom Your Acc be due on 2020/12/01 for X To pay or manage your account reply ACC or use WhatsApp click http://wa.me/27820098624/ text manageaccounts Stay Safe Vodacom,1
get full talktime more on recharge of rs        offer only on airtelin or myairtel appclickcharges applyairtelinmyairtelapp,1
dial  to subscribe to idea games club  rsmonth and download unlimited full version premium games totally free of ads and in game charges,1
many tymzi hv hurted udisturbed ufooled uirritated umade u angry bttoday i jus wanna say three words                  kya kar legi,0
 Remember the day we explored the city? So much fun!,0
bollywood glam dolls esha  yami has reason to celebrateget their images songs videosclick httptinyurlcomolph to download for free,1
IIT Madras Great Learning 's Advanced Certification in Software Engineering for Cloud Blockchain IoT with Career Support Download Brochure bit.ly/ 3iw SRXy,1
Hi I 'm the hiring manager at jumia Do you want to know the most lucrative job in XXXX Whether you be at home or at work you can easily earn 800-3000GHS by use your mobile phone for XX minute a day Wages be settle on the same day XXX safe XXX legal to work no risk If you want to work please add WS account,1
dear member  winter offers get single fleece blanket    dble fleece    sweatshirts  sweaters upto  off buy httpbitlymuqfi tca,1
fantastic farhan is here to celebrate his bdayget his images songs nowclick httptinyurlcomgmeml to download for free,1
special offer   local tt minutes pack  rs  only to activate the add on pack dial  or visit the nearest tata docomo store,1
We attempt to deliver your package at 17:20 on Monday XX November XXXX but no one be available Your parcel be return to our depot and you need to reschedule your package delivery Please reschedule your package delivery by press here http://royalmail.co.uk/reschedule/,1
looking for for the best jobs.....admired companies are waiting to access your resume...get handsome salary packages  Hurry :Visit-www.jobsdhamaka.com,1
Rs.6 cashback post successfully You receive Rs74 this month Rs631 in total Your cashback cycle end on XXXX-XX-XX,1
grocery at lowest ever rates flat  off free delivery for st order of rs max discount rs use code sms wwwaskmegrocerycom tc apply,1
ends tonight buy  get  free on penny  lovable  amante  more last chance to get your favourite brands at a steal shop here httpgooglnvtsgn,1
its raining colours  jpearlscom the gem colour palette of red blueany colour availablejpearlscelebrate this gemholi avail flat  off on jpearlscom,1
Shadowfax delivery partner needs your help to deliver the order and is trying to contact you. Kindly call the partner at 9330468309 to avoid ,1
XXX XXX-XXXX VERIFICATION XXXXX Your XXXX return have be process See https //bit.ly/2UyYC80 to verify and deposit your fund To Opt out send STOP,1
RMO Girls Games Club You still have X credit to get game at http://maxis.ggc 8elements.mobi Are you sure you want to stop Reply STOP GGC if you wish to proceed,1
Go Digital save time Get Assured gift View Pay bill know additional plan benefit do it all on Vi WhatsApp CLICK wa.me/919654297000 text Hi say Hi,1
This message be from Electoral Commission SA Download our EasyVote App to make voting easy at the State Election on XX March Info at http://bit.ly/2H3Yyax,1
PAYTM WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH XXXXXXXXXX 11:15 be,1
you have recharged with incoming roaming free days pack on  put your pack on autorenewal for free and  get  cashback with each renewal to opt for auto renewal  reply with ,1
Dear P YTM customer your p ytm KYC have be suspend p ytm office PH XXXXXXXXXXX USER will block within 24hr Thank you P YTM TEAM,1
hurryfew hours left  off on stock up sale with askmegrocery use flat for off  extra  mobikwik cashback visit httpgoogllvjqd min order ,1
 body massage by trained female therapist ac room steam onlythe bliss spa  comercial arcade south city  nr huda metro stn call,1
